text,label,subject
Donald Trump says hed deport 16 million people.,1,immigration
Florida has experienced positive job growth for 39 consecutive months.,1,"economy,jobs"
"The Obama administration ... would impose on every Catholic institution, every Jewish institution, every Protestant institution the Obamacare standard of what you have to buy as insurance.",1,"abortion,health-care,religion,states"
"Says Hillary Clinton and Tim Kaine want to shut down shale, and shut down natural gas.",1,"climate-change,economy,energy,environment,jobs,public-health,market-regulation,water"
"Says that President Obama promised that with the stimulus plan, unemployment would never go above 8 percent. He even said it would be 6 percent by now.",1,"economy,jobs"
"We would create thousands of jobs in Colorado, if the Keystone Pipeline were to be built.",1,"climate-change,energy,environment,government-regulation"
Rhode Island is the last state still using the Optech III P voting machines and they dont meet suggested federal standards.,1,elections
To say a family has to buy a product from a private company is clearly beyond the delegated powers of the U.S. Constitution.,1,health-care
Says Chris Christie instituted an Internet sales tax.,1,"economy,government-regulation,state-budget,states,taxes"
"If the sequester hits, hundreds of thousands of Americans will lose access to primary care and preventive care like flu vaccinations and cancer screenings.",1,"children,federal-budget,health-care,public-health"
"In 2006, I went out and authored a letter with 24 other senators asking for major reform of Freddie and Fannie, warning of a meltdown and a bubble in the housing market.",1,"candidates-biography,economy,financial-regulation,housing"
"In reality, there have been no problems whatsoever with the Texas voter ID law.",1,elections
"Says Hillary Clinton has pledged amnesty in her first 100 days, and her plan will provide Obamacare, Social Security, and Medicare for illegal immigrants, breaking the federal budget.",1,"children,debt,deficit,economy,families,federal-budget,health-care,history,homeland-security,immigration,jobs,legal-issues,medicaid,medicare,retirement,social-security"
The United States still ranks 20th in the world in access to broadband -- over 50 percent below the best nations.,1,"economy,infrastructure,technology"
Ive shut down pill mills.,1,"crime,health-care"
"Says her congressional district has 10,000 medical-device industry jobs and 1,000 will be lost because of health-care law tax.",1,"economy,health-care,jobs,taxes"
The fact is 90-percent of Down Syndrome children were aborted in this country.,1,"abortion,health-care"
The families that are covered through the Low Income Pool is a different group of individuals than are covered by Obamacare.,1,"health-care,medicaid,state-budget"
"As a result of Chris Sununus vote against a Planned Parenthood contract, nearly 3,000 fewer women and families statewide accessed health care for birth control, cancer screenings and annual exams.",1,"abortion,health-care,voting-record"
Says Russ Feingold wanted to get money out of politics. Now hes profiting from that same dark money.,1,"campaign-finance,candidates-biography,elections"
Says Julie Parrish is one of Sarah Palins mama grizzlies.,1,elections
"Says a 9-year-old girl was recently raped in Austin, Texas, by a guy previously caught four times and released.",1,"children,crime,criminal-justice,immigration"
Very few men outlive their own fertility.,1,"children,families,gays-and-lesbians,human-rights,legal-issues,marriage,science,sexuality,supreme-court"
"Barbara Boxer voted to cut spending on Medicare benefits by $500 billion, cuts so costly to hospitals and nursing homes that they could stop taking Medicare altogether.",1,"health-care,medicare,message-machine,retirement"
A lot of the problems with forest fires ...is because of bad policy (not to clear out the forests) that was put in place by environmentalists.,1,"environment,natural-disasters,weather"
"Says Sierra Club sued him to stop oil and gas activity on Texas coast, but we won and the turtles are fine.",1,"energy,environment"
The ocean is now much more acidic . . . than it has been for many millions of years.,1,"animals,climate-change,economy,energy,environment,history,population,public-health,science,weather"
"Barack Obama's health care plan ""will cost taxpayers $1,700 more to cover each new person.""",1,health-care
Says he was the only Republican candidate at a prior debate who said lower-income workers were being hurt by the economy.,1,economy
"If you like your health care plan, you can keep your health care plan.",1,health-care
"Since President Obama took full control of Washington every single day, more than 1,500 of our jobs have been lost.",1,"economy,jobs,message-machine-2012"
When Obama took office the economy of the United States was actually shrinking for the first time in about 70 years.,1,"economy,history,abc-news-week"
Under Hillary Clintons plan illegal immigrants convicted of committing crimes get to stay.,1,immigration
"An overwhelming majority of Americans support passage of the DREAM Act, which would provide a path to citizenship for undocumented youth willing to work for a college degree or serve in our armed forces.",1,"education,families,immigration,military"
The health care reform law reduces the deficit by nearly $1.2 trillion over the next two decades.,1,"deficit,economy,health-care"
Six people in Florida die as a result of (not expanding Medicaid) every day.,1,"health-care,medicaid,poverty"
"John McCain would ""reduce oversight of health insurance.""",1,health-care
She is the only candidate who has stood by our community and immigration reform from the beginning.,1,immigration
Says Hillary Clinton wantsillegal immigrants collectingSocial Security benefits.,1,"economy,immigration,retirement,social-security"
Says he has been able to attract independents and Democrats to win elections in Pennsylvania.,1,"candidates-biography,elections,history"
4.7 million people have lost their insurance in 32 states due to Obamacare.,1,health-care
